seller_id,sales_velocity_6m,sales_growth_rate,rto_rate,dispatch_sla_compliance,avg_customer_rating,rating_trend,order_cancellation_rate,ad_spend_roi,account_age_months,total_orders_6m,catalog_size,prior_loan_default,risk_class,loan_limit
SELL_00246,59860.4,3.01,11.39,76.37,3.89,-0.178,8.82,2.14,50,4669,238,0,0,29930
SELL_00247,27566.45,1.13,15.38,80.23,3.23,-0.11,6.76,1.6,29,2427,126,0,1,7580
SELL_00248,86169.66,-1.68,13.18,75.33,3.76,0.145,7.66,1.92,57,5000,263,0,1,23696
SELL_00249,130176.56,24.959719918776912,9.104787323173394,89.0083049795467,4.3292780176851595,0.205,5.52,2.967031325132031,39,5000,227,1,0,19526
SELL_00250,95830.45,16.5,13.11,81.16,4.42,0.148,9.61,2.47,31,4222,173,0,1,26353
SELL_00251,39663.15,-1.73,15.01,71.57,3.37,-0.12,8.26,1.08,56,4901,193,0,2,3966
SELL_00252,111050.87,20.99,15.06,82.48,4.06,0.148,9.71,3.16,47,5000,289,0,0,61077
SELL_00253,148672.87,26.15,2.0,95.15,4.78,0.298,4.55,3.65,43,5000,324,0,0,94035
SELL_00254,93257.11,10.94,4.36,90.56,4.02,0.198,6.57,3.47,50,5000,271,0,0,51291
SELL_00255,5000.0,-8.46,19.98,74.82,3.01,-0.304,11.77,0.72,23,1427,28,0,2,350
SELL_00256,59754.26,-4.38,12.08,78.52,3.45,-0.099,13.61,0.89,44,4521,197,0,2,5975
SELL_00257,80402.6,16.85,6.56,86.96,4.24,0.198,7.77,3.48,38,4736,191,0,0,44221
SELL_00258,30980.13,5.75,18.14,76.64,3.06,-0.06,12.32,0.5,20,1781,122,0,2,2168
SELL_00259,74577.49,15.64,10.31,83.7,3.89,-0.016,6.58,2.17,23,3189,127,0,0,37288
SELL_00260,84384.04,7.77,12.42,87.66,4.28,0.155,10.14,3.9,45,4845,240,0,0,42192
SELL_00261,67733.96,10.27,14.9,77.17,2.93,-0.227,12.0,1.75,52,4947,183,0,1,18626
SELL_00262,15901.44,7.15,14.49,88.6,3.38,-0.191,10.26,2.46,16,1200,69,0,1,4372
SELL_00263,5000.0,-20.0,21.83,62.71,2.33,-0.345,17.43,0.5,50,2905,118,0,2,350
SELL_00264,34011.65,-0.68,14.77,77.3,2.66,-0.303,10.93,1.11,42,3679,153,0,2,3401
SELL_00265,91597.22,7.06,17.28,80.77,4.12,0.012,9.8,2.66,60,5000,260,0,1,25189
SELL_00266,10562.46,-6.66,19.85,73.21,3.04,-0.443,13.84,1.39,55,4544,174,0,2,739
SELL_00267,127415.6,32.31,6.54,93.21,4.04,0.087,4.6,3.91,8,3207,148,0,0,70078
SELL_00268,25564.84,-8.8,17.05,71.74,3.05,-0.221,13.27,1.73,50,3586,196,0,2,2556
SELL_00269,36898.61,7.43,18.13,79.13,3.44,-0.294,10.47,2.09,21,2581,91,0,2,2582
SELL_00270,57435.83,3.87,10.65,87.42,3.37,-0.04,11.12,1.71,1,1515,70,0,1,15794
SELL_00271,118211.9,25.22,5.56,88.71,4.67,0.351,4.52,3.75,55,5000,305,0,0,65016
SELL_00272,5000.0,-1.64,18.78,74.93,2.99,-0.363,13.34,0.9,8,98,24,0,2,350
SELL_00273,70257.05,22.42,15.33,79.05,3.96,0.088,7.4,2.59,29,4060,151,0,0,35128
SELL_00274,77960.25,12.46,13.31,81.32,3.53,0.257,8.7,2.52,32,3663,167,0,1,21439
SELL_00275,12809.57,-0.65,19.27,74.14,2.87,-0.277,10.47,1.75,38,2969,135,0,2,896
SELL_00276,45130.19,7.57,9.67,85.25,3.42,0.265,7.25,2.41,5,1459,72,0,1,12410
SELL_00277,81568.3,7.36,13.02,82.25,3.92,-0.018,9.32,2.54,47,5000,228,0,1,22431
SELL_00278,36009.07,6.79,14.41,78.96,3.13,-0.057,10.57,0.79,22,2071,97,0,1,9902
SELL_00279,105272.2,6.25,16.66,80.9,4.22,0.202,7.9,2.86,47,5000,236,0,1,28949
SELL_00280,32587.63,-2.4,18.2,81.23,3.51,-0.119,11.37,2.2,34,2967,136,0,2,2281
SELL_00281,47918.96,19.88,19.08,75.82,3.22,0.108,11.55,2.25,1,780,52,0,1,9224
SELL_00282,137857.14,18.63,9.42,86.42,3.79,0.212,10.11,2.2,55,5000,307,0,0,68928
SELL_00283,126636.42,30.83,7.5,87.77,4.75,0.093,3.5,2.98,55,5000,278,0,0,63318
SELL_00284,5000.0,3.59,17.96,79.24,3.05,-0.263,14.26,1.96,26,1790,64,0,1,1375
SELL_00285,109375.33,30.84,4.15,90.99,4.92,0.222,7.6,3.67,43,5000,268,0,0,60156
SELL_00286,5000.0,-9.63,19.84,74.27,2.58,-0.264,14.66,0.56,10,113,5,0,2,350
SELL_00287,40538.71,6.65,15.99,81.04,3.44,-0.18,9.63,1.64,30,3351,132,0,1,11148
SELL_00288,84437.55,26.58,9.22,78.21,4.29,-0.026,6.71,1.88,50,5000,279,0,0,42218
SELL_00289,38899.85,8.84,10.79,80.18,3.5,-0.486,6.71,2.53,18,2013,149,0,1,10697
SELL_00290,5000.0,0.7261370125583246,17.433894587183524,71.71223156526338,3.10898179890479,-0.125,12.41,1.392584086270373,17,1178,75,1,2,0
SELL_00291,52842.52,13.04,10.44,83.92,3.48,0.109,9.7,1.33,26,2743,117,0,1,14531
SELL_00292,34043.0,7.26,16.56,73.84,3.54,-0.309,10.04,2.26,8,1117,62,0,2,3404
SELL_00293,43797.71,11.98,12.33,84.72,3.92,-0.14,11.45,1.65,47,4341,135,0,1,12044
SELL_00294,87475.12,16.85,8.38,87.0,3.98,0.468,8.68,2.46,40,4688,197,0,0,43737
SELL_00295,50742.58,11.512966195188657,18.919718795908864,80.81478170233125,2.9848080886037565,0.039,7.16,1.5111263546910836,49,4745,182,1,2,0
SELL_00296,5000.0,-8.06,15.09,73.0,3.41,0.12,9.74,1.99,12,1089,23,0,2,500
SELL_00297,59390.71,26.25,9.28,85.57,3.77,-0.044,6.03,2.09,27,3018,154,0,0,29695
SELL_00298,59024.8,20.15,13.64,85.51,4.08,0.104,12.32,2.04,8,1606,111,0,1,16231
SELL_00299,42621.87,14.81,8.53,85.62,4.35,-0.08,9.71,3.15,25,2910,93,0,0,23442
SELL_00300,77027.03,12.194188672068847,11.003555772743809,60.0,3.0564067159413852,0.136,9.24,2.461031063010195,46,4868,228,1,1,6354
SELL_00301,5000.0,-0.6976439640605543,24.03351583290246,65.34666087439253,2.269648398546984,0.027,11.21,0.6171787595639866,4,123,28,1,2,0
SELL_00302,13198.47,-2.05,13.15,70.78,3.12,0.024,10.46,2.16,33,2487,149,0,2,1319
SELL_00303,59383.91,16.08,9.51,82.2,3.55,0.038,8.57,2.24,1,1322,100,0,1,16330
SELL_00304,62151.96,8.16,9.08,80.05,4.07,0.114,11.91,2.66,19,2367,134,0,1,17091
SELL_00305,72740.6,18.3,12.66,86.4,4.03,0.04,9.38,2.16,31,3777,162,0,0,36370
SELL_00306,18635.2,14.81,11.78,88.49,3.83,0.114,9.79,2.2,16,1580,52,0,0,9317
SELL_00307,55453.69,19.31,11.64,91.03,4.09,0.135,1.04,3.14,14,2245,112,0,0,30499
SELL_00308,37849.82,2.78,18.72,77.53,3.58,0.069,11.0,1.67,53,4429,173,0,1,7286
SELL_00309,76706.07,15.32,9.78,85.4,3.77,0.281,5.19,2.52,48,5000,258,0,0,38353
SELL_00310,23032.5,-7.589158379780796,13.404854739120795,79.09796722628307,3.1690458642650876,-0.072,8.58,1.504913601988022,5,554,50,1,2,0
SELL_00311,29908.95,6.71,12.16,72.76,3.72,-0.019,9.67,2.5,41,3429,193,0,1,8224
SELL_00312,72139.24,14.17,10.37,84.29,4.32,-0.004,5.61,3.07,26,3702,155,0,0,39676
SELL_00313,59209.83,18.877963414353697,15.010893758222693,84.12970135317538,3.384016519674566,0.15,6.08,2.42864572993732,28,3194,150,1,1,4884
SELL_00314,62604.1,24.46,9.47,91.73,3.83,0.15,6.12,2.88,2,1324,75,0,0,31302
SELL_00315,101728.5,29.2,5.21,92.19,4.52,0.165,5.14,3.52,50,5000,265,0,0,55950
SELL_00316,5000.0,-8.650415656382865,11.186222227471408,63.40644654675156,3.301378015838958,0.023,8.37,1.910539952488212,6,592,29,1,2,0
SELL_00317,49021.52,7.0772688359944045,11.466721845938507,77.66831414303381,3.041345793833246,0.37,7.84,1.5841807549931919,9,2006,80,1,1,4044
SELL_00318,45291.62,11.29,16.86,85.58,3.72,-0.47,9.65,2.25,33,3059,133,0,1,12455
SELL_00319,65286.08,18.47,13.27,86.82,3.67,-0.036,11.11,2.34,41,4314,185,0,1,17953
SELL_00320,26076.58,-2.77,12.2,71.24,4.1,-0.067,4.84,1.85,25,2325,94,0,1,7171
SELL_00321,66601.47,16.55,14.56,83.08,3.68,0.23,9.48,2.58,48,4992,237,0,1,18315
SELL_00322,67573.15,8.68,7.81,87.91,3.99,0.143,7.76,2.54,13,2489,144,0,0,33786
SELL_00323,5000.0,0.78,15.86,75.03,3.22,-0.023,11.1,1.64,9,564,32,0,1,1375
SELL_00324,145132.44,39.54,2.0,95.3,5.0,0.44,2.0,2.98,53,5000,331,0,0,83451
SELL_00325,14856.26,7.43,17.13,73.91,3.17,-0.148,11.51,1.64,13,664,55,0,1,4085
SELL_00326,5000.0,6.49,17.71,71.27,2.98,-0.048,9.19,2.18,31,2213,114,0,2,500
SELL_00327,98047.77,15.77,9.73,94.99,4.39,0.059,6.43,3.22,41,4968,219,0,0,53926
SELL_00328,44956.73,11.67,13.33,87.61,4.07,-0.063,7.91,2.77,11,1915,148,0,1,12363
SELL_00329,47021.94,5.7903965960495904,18.76901249337039,68.97594915495013,3.2363157610040636,0.344,6.43,1.8930835211980162,4,1130,52,1,2,0
SELL_00330,67776.5,15.54,8.39,80.26,3.68,0.131,11.81,2.87,34,3877,207,0,0,33888
SELL_00331,78487.71,13.13,16.16,78.48,3.55,0.095,9.12,2.03,38,3921,194,0,1,21584
SELL_00332,5000.0,8.74,14.89,73.19,3.55,-0.27,11.22,1.8,46,3123,129,0,1,1375
SELL_00333,33526.3,4.71,8.71,83.04,3.12,0.086,12.38,2.78,4,1217,40,0,1,9219
SELL_00334,55387.92,1.58,14.94,79.88,3.32,0.185,15.25,1.96,38,3693,156,0,1,15231
SELL_00335,60917.65,27.39,11.26,89.79,4.28,0.075,4.27,3.0,19,2807,148,0,0,30458
SELL_00336,12145.29,0.48,11.17,78.12,3.44,-0.206,8.61,1.58,6,435,55,0,1,3339
SELL_00337,17949.64,6.65,18.14,80.73,3.84,-0.071,10.44,1.51,34,2916,151,0,1,3455
SELL_00338,21677.41,5.98,12.48,84.98,3.01,-0.194,9.15,1.71,18,1807,88,0,1,5961
SELL_00339,59834.61,16.62,11.0,83.44,3.51,-0.184,10.25,1.91,13,1900,107,0,0,29917
SELL_00340,34894.31,0.37,13.94,74.49,2.87,-0.178,9.58,2.0,41,3422,170,0,1,9595
SELL_00341,5000.0,5.92,10.67,77.47,3.74,-0.173,13.29,1.87,23,1521,63,0,1,1375
SELL_00342,19810.87,7.01,10.2,92.1,3.47,-0.119,10.2,1.89,19,1884,116,0,0,9905
SELL_00343,104653.38,6.67,11.1,79.24,3.34,0.228,11.43,1.56,45,5000,238,0,1,28779
SELL_00344,47783.86,9.21,14.69,76.85,3.17,0.223,9.11,1.98,11,1452,81,0,1,13140
SELL_00345,18627.6,-9.86,7.76,79.4,2.94,0.036,10.25,0.99,1,477,28,0,2,1862
SELL_00346,50645.49,8.98,14.36,85.56,3.57,0.085,10.65,2.37,24,2606,168,0,1,13927
SELL_00347,39513.42,-9.077359580937115,22.562994379594976,60.0,2.3932029033541884,-0.195,14.17,0.5,54,4260,198,1,2,0
SELL_00348,5000.0,1.54,20.32,78.78,3.1,-0.303,12.12,1.36,7,212,23,0,2,350
SELL_00349,24225.17,10.82,11.68,82.86,3.26,0.154,10.84,1.9,25,1809,124,0,1,6661
SELL_00350,35034.35,18.71,13.02,79.02,3.52,-0.035,8.93,1.68,21,2280,99,0,1,9634
SELL_00351,71249.21,22.88,14.72,94.69,3.57,-0.032,8.35,2.74,15,2381,120,0,1,19593
SELL_00352,44526.99,23.18,11.7,95.76,3.79,0.329,4.17,3.15,1,1122,69,0,0,24489
SELL_00353,81667.83,25.7,14.83,91.84,3.48,0.092,5.44,2.75,12,2363,121,0,1,22458
SELL_00354,73864.23,11.47,13.71,85.79,3.63,0.127,11.57,2.09,58,5000,270,0,1,20312
SELL_00355,18585.92,12.89,13.08,86.52,3.55,-0.064,8.97,3.05,7,1008,83,0,1,5622
SELL_00356,5000.0,-3.37,12.6,75.9,3.01,0.032,14.3,1.25,15,924,70,0,2,500
SELL_00357,36316.34,12.44,16.5,81.41,3.14,0.145,11.06,1.36,21,2337,139,0,1,9986
SELL_00358,12382.47,-4.391358193673749,16.339919574069185,62.537011622910526,2.961487068890595,0.164,10.58,1.0895138978850525,19,1791,91,1,2,0
SELL_00359,118138.8,15.45,11.25,81.63,4.35,-0.068,6.31,2.93,60,5000,274,0,0,59069
SELL_00360,28187.27,5.58,15.63,75.79,3.24,-0.112,8.94,1.38,29,2453,106,0,1,7751
SELL_00361,83200.9,28.86,5.65,85.38,3.71,0.354,7.2,2.58,25,3480,157,0,0,41600
SELL_00362,106254.0,27.94,6.13,97.59,4.34,0.147,8.39,3.3,33,4485,178,0,0,67205
SELL_00363,76699.41,10.89,14.78,72.94,3.42,0.109,11.49,0.92,49,5000,254,0,2,7669
SELL_00364,69914.12,9.72,12.05,89.79,3.55,0.392,7.44,2.13,32,3682,175,0,1,19226
SELL_00365,87040.91,23.25,11.67,82.09,4.17,-0.195,6.32,2.8,49,5000,243,0,0,43520
SELL_00366,22732.75,3.91,15.85,79.17,3.74,-0.09,8.06,1.23,35,2675,90,0,1,6251
SELL_00367,52980.76,14.69,10.21,80.45,3.78,0.027,5.52,1.92,44,4176,214,0,1,14569
SELL_00368,75792.2,16.1,12.38,89.49,3.2,-0.268,9.94,1.93,38,4083,177,0,1,20842
SELL_00369,18993.4,17.32,12.26,80.59,3.76,-0.057,12.34,2.16,26,2573,115,0,1,5223
SELL_00370,5000.0,7.12,16.79,79.45,3.72,-0.238,14.16,1.83,11,780,26,0,2,500
SELL_00371,88293.27,5.27,12.41,84.44,3.63,0.132,10.41,2.1,35,4319,170,0,1,24280
SELL_00372,46242.55,3.99,7.22,80.35,3.72,-0.2,6.93,2.71,8,1731,67,0,1,12716
SELL_00373,125444.25,30.09,8.14,90.32,4.16,0.458,2.81,3.08,46,5000,286,0,0,68994
SELL_00374,74791.85,19.93,11.75,92.57,4.12,0.219,8.83,3.09,14,2557,105,0,0,41135
SELL_00375,85474.5,31.85,9.98,91.43,4.35,0.1,4.97,4.5,10,2533,159,0,0,47010
SELL_00376,5000.0,12.43,15.99,80.71,3.42,0.062,10.4,1.7,2,402,36,0,1,1375
SELL_00377,91884.6,15.87,6.66,85.91,3.96,0.194,6.14,2.8,46,5000,247,0,0,45942
SELL_00378,26533.14,13.098979496000894,16.149606195185644,78.31264637441396,3.3378733654610944,0.016,9.98,1.5628680242301405,9,1196,82,1,2,0
SELL_00379,102620.73,27.01,7.48,100.0,4.49,0.155,2.18,4.01,3,2602,136,0,0,64907
SELL_00380,22325.78,12.04,17.24,69.12,3.63,-0.015,11.34,1.54,21,1941,81,0,1,6139
SELL_00381,39344.4,-1.4385998760352319,20.795194968164964,60.012826773600736,2.7388543120811795,-0.082,8.82,1.3593185396817742,26,2187,98,1,2,0
SELL_00382,17931.51,-4.94,13.94,76.65,3.62,-0.175,14.91,1.04,8,645,23,0,2,1793
SELL_00383,5000.0,-11.24,21.74,75.12,2.81,-0.456,13.1,0.5,48,3118,140,0,2,350
SELL_00384,5000.0,15.54,13.37,80.98,3.23,-0.191,12.07,1.87,2,50,9,0,1,1375
SELL_00385,5000.0,5.253691802263257,18.447124305116596,60.0,2.648884517046099,-0.167,8.91,1.0600397202303462,6,353,62,1,2,0
SELL_00386,45511.43,15.1,14.73,85.62,3.51,0.192,8.76,2.13,28,2824,168,0,0,22755
SELL_00387,59631.27,15.84,13.01,80.4,4.05,0.17,9.83,2.42,53,5000,219,0,0,29815
SELL_00388,133368.96,31.12,8.83,96.74,4.32,0.158,6.87,3.27,29,5000,186,0,0,84355
SELL_00389,80920.23,22.27,11.42,89.86,4.09,0.052,8.32,3.14,26,3587,168,0,0,44506
SELL_00390,21463.96,3.61,11.95,74.87,3.58,0.079,10.18,1.94,25,2054,97,0,1,5902
SELL_00391,9053.5,8.53,15.46,76.35,3.55,-0.068,9.8,0.97,12,849,37,0,1,2489
SELL_00392,56554.17,18.23,9.31,89.85,3.79,0.097,5.91,2.89,5,1344,85,0,0,28277
SELL_00393,29026.55,-6.9,16.14,66.51,3.29,-0.264,15.3,0.9,34,2773,121,0,2,2902
SELL_00394,125131.54,32.84,3.87,94.19,4.75,0.201,4.44,3.66,48,5000,302,0,0,68822
SELL_00395,115776.84,24.21,10.23,84.65,4.12,0.142,6.87,3.9,37,4837,261,0,0,63677
SELL_00396,5000.0,2.62,8.93,79.12,3.89,-0.07,12.2,2.58,15,1100,36,0,1,1375
SELL_00397,5000.0,5.94,20.11,73.55,2.81,-0.095,14.83,0.5,44,3222,140,0,2,350
SELL_00398,102947.95,24.6,8.69,98.18,4.31,0.277,5.47,2.83,36,4750,213,0,0,59195
SELL_00399,44703.76,-2.42,17.71,81.21,3.89,-0.152,10.65,1.77,15,2152,121,0,1,12293
SELL_00400,96600.22,21.28,7.95,95.29,4.63,0.074,4.32,3.99,43,5000,196,0,0,61099
SELL_00401,13166.77,1.86,17.43,69.07,3.03,-0.294,10.05,0.65,48,3415,104,0,2,1316
SELL_00402,17310.8,-1.49,16.32,76.42,3.59,0.136,13.31,1.17,23,1960,105,0,2,1731
SELL_00403,38356.21,15.72,12.9,84.38,3.48,0.339,8.34,2.64,6,915,82,0,1,10547
SELL_00404,63540.94,5.57,13.62,83.09,3.63,-0.064,8.54,2.46,46,4487,235,0,1,17473
SELL_00405,95309.65,17.19,17.25,77.99,3.24,-0.079,10.18,2.66,50,5000,191,0,1,26210
SELL_00406,83878.28,13.74,10.0,84.32,4.18,0.201,6.13,3.03,44,5000,268,0,0,46133
SELL_00407,25799.7,-1.36,18.88,80.93,3.52,-0.234,13.71,1.4,59,4935,192,0,2,1805
SELL_00408,81680.23,8.39,9.39,79.99,3.51,0.113,10.42,2.15,43,4617,228,0,1,22462
SELL_00409,58315.41,7.568138509440464,19.979766469420937,72.63987619643443,3.082164068459137,0.011,8.13,1.1632558425009465,45,4667,187,1,2,0
SELL_00410,72356.66,26.8,5.99,81.67,4.5,-0.2,4.62,3.33,21,2973,125,0,0,39796
SELL_00411,76585.71,17.61,13.77,88.95,4.22,-0.11,7.72,3.41,23,2968,166,0,0,42122
SELL_00412,10836.11,-0.52,12.18,84.28,2.98,-0.186,7.37,0.57,43,3236,120,0,2,1083
SELL_00413,21605.82,-6.63,22.28,70.7,3.34,-0.001,13.13,1.41,55,4249,225,0,2,1512
SELL_00414,69109.37,11.91,9.81,98.26,3.93,0.019,9.02,2.74,16,2852,136,0,0,34554
SELL_00415,75923.04,11.61,10.57,83.95,3.16,-0.04,9.27,3.25,47,4885,234,0,0,41757
SELL_00416,53921.89,-2.85,19.9,76.39,3.42,-0.058,13.41,2.21,53,4641,241,0,2,3774
SELL_00417,119300.58,15.05,4.56,87.67,4.89,-0.064,2.17,3.2,60,5000,312,0,0,65615
SELL_00418,46503.38,10.79,11.67,81.9,3.98,0.059,12.67,2.47,15,1803,121,0,1,12788
SELL_00419,82570.7,18.31,15.69,86.05,4.25,-0.09,8.34,3.6,25,3527,218,0,0,45413
SELL_00420,68026.48,20.2,13.97,79.06,3.57,0.093,10.13,1.97,36,3904,160,0,1,18707
SELL_00421,128229.13,25.76,2.0,87.76,4.6,0.126,2.76,3.38,11,3345,190,0,0,70526
SELL_00422,113318.64,31.73,6.71,99.6,4.48,0.069,3.18,3.71,51,5000,260,0,0,71674
SELL_00423,19623.3,10.89,13.22,84.76,3.33,0.011,9.96,1.86,15,1702,89,0,1,5396
SELL_00424,55458.03,26.57,10.21,88.92,4.22,0.236,9.0,2.68,4,1615,54,0,0,27729
SELL_00425,90864.89,16.6,11.14,85.3,3.76,0.134,5.17,3.17,21,2882,163,0,0,49975
SELL_00426,111015.74,32.41,9.75,90.19,4.46,0.195,5.53,2.88,13,2987,158,0,0,55507
SELL_00427,5000.0,-5.374729216602182,14.927864471752933,63.277235405134206,2.534053039532043,-0.083,13.36,0.7614521367385212,22,1509,131,1,2,0
SELL_00428,89245.86,24.79,8.79,81.58,4.42,0.14,8.78,2.98,19,2695,168,0,0,44622
SELL_00429,91537.31,35.41,11.02,91.22,3.74,0.194,8.46,3.09,34,4235,204,0,0,50345
SELL_00430,5000.0,-6.56,17.18,70.4,2.54,-0.27,11.23,1.08,14,629,5,0,2,500
SELL_00431,5000.0,-6.328913455783387,22.533001612493525,70.70387263338068,2.448567130424948,-0.044,14.69,0.5,4,50,12,1,2,0
SELL_00432,5000.0,-10.23,18.25,63.11,2.33,-0.364,15.02,0.5,48,3304,138,0,2,350
SELL_00433,92215.34,19.71,15.03,79.12,3.0,0.131,8.37,1.66,53,5000,270,0,1,25359
SELL_00434,107297.99,34.73,11.06,81.69,3.59,0.203,7.81,2.97,52,5000,212,0,0,53648
SELL_00435,156478.19,32.25,5.71,92.95,4.33,0.5,1.48,3.39,46,5000,328,0,0,86063
SELL_00436,27693.65,0.32,13.07,86.43,3.6,0.086,10.29,2.18,27,2599,154,0,1,7615
SELL_00437,99770.53,13.121671258281703,6.488697753401816,87.61454576676284,3.834613305109195,0.332,4.74,3.2154164979626145,29,4394,190,1,0,16462
SELL_00438,5000.0,4.17,16.25,71.2,3.06,-0.4,10.15,1.32,47,3498,181,0,1,1375
SELL_00439,5000.0,-12.24,18.41,67.27,2.95,-0.063,12.89,0.5,28,1722,106,0,2,350
SELL_00440,20148.82,4.96,9.76,79.99,3.54,0.17,8.05,2.12,35,3109,170,0,1,5540
SELL_00441,39605.64,9.24,13.26,81.51,3.89,0.272,6.88,2.46,8,1189,33,0,1,10891
SELL_00442,38722.28,9.21,13.67,83.53,3.71,0.014,4.69,2.22,16,1796,85,0,1,10648
SELL_00443,5000.0,-6.75,20.95,63.98,2.7,-0.299,11.15,0.5,42,2603,141,0,2,350
SELL_00444,46404.78,-1.73,13.07,74.45,3.77,-0.174,8.79,2.7,36,3762,182,0,2,4640
SELL_00445,10348.74,-19.29282315146446,17.07525232593865,65.2674058951243,2.4565068908367858,-0.306,11.78,0.5,30,2109,93,1,2,0
SELL_00446,56820.48,7.18,11.56,88.92,3.51,0.077,10.0,2.79,18,2705,161,0,0,28410
SELL_00447,25723.02,3.91,13.29,80.09,3.9,-0.219,6.92,3.23,2,718,71,0,1,7073
SELL_00448,25466.76,1.85,13.22,79.76,3.1,-0.228,10.71,1.55,49,3842,208,0,1,7003
SELL_00449,11845.71,-0.5275804069154706,14.991789415993443,66.2693447072613,3.0727750612307827,-0.048,9.4,0.5,13,1113,51,1,2,0
SELL_00450,5000.0,5.86,15.85,81.83,3.12,-0.117,11.58,1.26,4,239,5,0,1,1375
SELL_00451,29669.45,12.31,12.36,78.41,3.58,-0.153,9.61,2.4,26,2490,88,0,1,8159
SELL_00452,86955.69,16.5,10.69,81.3,3.59,-0.07,6.57,2.87,25,3605,161,0,0,43477
SELL_00453,38056.3,3.4,14.85,78.48,3.59,-0.281,12.41,2.17,30,2564,133,0,1,10465
SELL_00454,71608.37,21.94,12.1,86.14,3.69,0.027,12.76,2.22,11,2110,89,0,1,19692
SELL_00455,14395.61,3.11,17.69,79.63,3.46,0.256,8.86,2.26,7,664,47,0,1,3958
SELL_00456,37892.02,-1.894164810164554,21.072873734929182,64.06507505726913,2.475112792159955,0.064,12.05,1.4944531707867803,31,2694,150,1,2,0
SELL_00457,67906.94,4.87,13.51,84.46,3.6,0.019,9.55,2.14,44,4290,211,0,1,18674
SELL_00458,5000.0,-4.86,13.63,73.25,3.13,-0.041,14.01,1.45,10,822,40,0,2,500
SELL_00459,27863.31,9.08,12.9,79.49,3.45,0.086,10.97,1.36,39,3492,129,0,1,7662
SELL_00460,5000.0,-1.36,19.16,72.97,2.96,-0.042,10.99,1.03,13,646,26,0,2,350
SELL_00461,125205.94,40.0,5.62,95.21,4.53,0.19,1.9,4.07,31,4991,275,0,0,79192
SELL_00462,30767.5,5.76,10.5,77.43,3.66,-0.123,10.36,2.16,7,736,62,0,1,8461
SELL_00463,62464.65,10.09,20.11,79.8,3.59,-0.103,8.52,1.71,56,4811,273,0,1,12024
SELL_00464,59554.6,15.01,16.0,85.91,3.85,0.176,10.92,2.8,49,5000,216,0,0,29777
SELL_00465,59676.41,9.55,12.75,81.79,3.81,-0.054,10.36,1.4,42,4267,199,0,1,16411
SELL_00466,44640.0,5.85,11.1,87.25,3.5,-0.192,10.02,2.14,42,3953,179,0,0,22320
SELL_00467,64315.53,19.73,11.86,86.51,4.61,-0.185,4.22,3.62,56,5000,293,0,0,35373
SELL_00468,69481.66,20.79,8.8,90.22,4.39,0.073,8.17,2.8,36,4794,226,0,0,34740
SELL_00469,28821.19,6.41,16.72,79.19,3.55,-0.218,13.63,1.3,20,2046,103,0,2,2882
SELL_00470,29232.91,7.41,14.55,81.86,2.78,-0.135,10.57,1.38,4,376,49,0,2,2923
SELL_00471,30215.66,7.53,17.6,74.22,3.8,0.185,8.11,1.44,54,4354,234,0,1,8309
SELL_00472,5000.0,-20.0,19.34,68.32,2.41,-0.284,15.13,0.5,7,155,5,0,2,350
SELL_00473,18842.03,-2.67,23.94,68.4,2.84,-0.294,14.16,0.86,54,4319,141,0,2,1318
SELL_00474,88344.79,21.74,9.53,90.76,4.03,0.21,4.97,3.39,1,1930,104,0,0,48589
SELL_00475,118822.49,38.78,11.49,93.41,4.24,0.486,7.02,3.47,44,5000,276,0,0,65352
SELL_00476,59032.36,12.76,12.09,83.74,3.79,-0.048,13.37,2.14,56,5000,242,0,1,16233
SELL_00477,104709.59,19.06,7.2,87.42,4.39,-0.284,7.84,3.0,45,5000,228,0,0,52354
SELL_00478,86972.64,17.62,5.87,82.52,4.06,0.135,7.46,2.06,42,4890,209,0,0,43486
SELL_00479,188601.3,35.92,6.49,97.46,5.0,0.421,2.32,4.89,47,5000,335,0,0,100000
SELL_00480,110218.41,18.81,10.01,79.35,3.91,0.148,9.02,3.64,59,5000,297,0,0,60620
SELL_00481,49007.47,7.42,10.63,81.51,3.38,-0.048,10.12,1.64,13,1963,82,0,1,13477
SELL_00482,17685.46,3.57,19.52,80.82,3.11,-0.236,12.75,1.49,55,4401,223,0,2,1237
SELL_00483,5000.0,-7.21,20.62,72.79,3.19,0.034,14.39,1.45,22,1451,34,0,2,350
SELL_00484,80088.61,10.62,15.73,82.88,3.81,-0.251,6.87,1.92,54,5000,244,0,1,22024
SELL_00485,17525.24,-3.58,12.08,78.03,3.31,-0.137,12.06,1.88,21,1762,78,0,2,1752
SELL_00486,5000.0,-2.98,20.48,71.92,3.13,-0.221,10.0,0.95,22,1273,61,0,2,350
SELL_00487,5000.0,4.07,16.59,78.9,2.99,0.05,9.99,1.95,28,2215,112,0,1,1375
SELL_00488,5000.0,-6.2300783836605245,25.0,62.55127553947921,2.4489072450002913,0.056,14.57,0.5,9,763,39,1,2,0
SELL_00489,105449.46,22.59,8.68,88.53,4.64,0.168,6.4,3.67,26,4225,160,0,0,57997
SELL_00490,63581.38,20.46,11.03,86.99,3.8,0.135,6.74,2.25,9,1758,64,0,0,31790
SELL_00491,47222.36,4.06,16.96,81.56,3.14,0.041,13.26,2.21,15,2031,94,0,1,12986
